Address,Total Tokens,Total Return,Good Trades,Bad Trades,Winning%,Unrealized Profits
0xdbf5e9c5206d0db70a90108bf936da60221dc080,1013,267780.4556,51,66,0.435897436,-24360565.95
0x7fcb6b551c23018741e299e1e213697d539ca978,4,0,0,0,0,-439.4814083
0x1407c9d09d1603a9a5b806a0c00f4d3734df15e0,12,-9060.641802,1,4,0.2,-9577.367004
0x8c7cdd7edac1437c3402716ad27be3ff62517595,9,0,0,0,0,-152754.2191
0x9f8b1dff7f2b77d3532786deb1213bbe31c0676f,0,0,0,0,0,0
0x11faf848f03eee6908b68d6919270af3b0a90db5,14,-1955.133346,1,4,0.2,-5287.714293
0x7d4c4d5380ca2f9c7a091bb622b80613da7eae8c,10,-29312.09626,1,3,0.25,1175.653536
0xf07bd3a1e2e84bfc1897c4433189590bd8c80b19,1,0,0,0,0,-32706.33509
0x25548ba111d4f6cba0498ab77a6b40eacbefab52,9,-1.070891379,2,2,0.5,-4.40E-17
0x6c2693f5a936f37ed03cfa8465bf2d8beff19a0f,2,0,0,0,0,-452.7474142
0xbbc37f68e9876d64b2c55016081528ae0a85d8b2,1,0,0,0,0,-109.0434949
0xbca0cdbdca5134df5d94d4dc7721fa5cf1ed1063,0,0,0,0,0,0
0xfe6687ded55aef2f6df92cbde5845095658bfff4,1,0,0,0,0,-5591.004282
0x27f7e530d0c1ab780d8d6962e9cfd45a9c96d8b9,14,-2.02281879,0,1,0,7288.144377
0xf8d0a4542b1277d8a330e69cc56bdc109029c623,7,90.2987673,1,1,0.5,-14398.27503
0xea30e6a5e9e670c71125f0b2abe9c426b7f930c9,1,0,0,0,0,38.11232007
0x020ca66c30bec2c4fe3861a94e4db4a498a35872,124,-9175.901482,6,29,0.171428571,-2117024.648
0x1d2c4cd9bee9dfe088430b95d274e765151c32db,36,362.1084556,2,0,0,-4159.241041
0x9b422e571eb2cb9837efdc4f9087194d65fb070a,25,-951.7287351,2,1,0.666666667,-141042.8969
0x54bf374c1a0eb4c52017cc52cf1633327ee3e985,0,0,0,0,0,0
0x98bcfb12ac9f2fa7cb0ec582b3ac04f7ac548a25,4,0,0,0,0,116.3148328
0x0c6ac3fcea667fd6c62483ce1dbbce6f6ce0fb1f,21,-785.9381792,0,4,0,-2409.987923
0x1688571a589276fdddc8fcc492b1e023c4ddd6c9,72,-2875.569841,4,16,0.2,-490475.573
0x30552e4f95ac6ed2556513c9edc5c93c98b13627,0,0,0,0,0,0
0x71ec5abfc49075e158b0f85575d400d0f5d7d3be,2,0,0,0,0,-17.48615728
0x5e1870f3f6e0603b3cfe26eb4ac9b42ab3ffea03,79,200.3003077,14,16,0.466666667,-7623.801892
0x73a540d80af861645431e60cf1d9ebc55aea835b,1,0,0,0,0,-269.7289333
0x101071e04f2507f93a74e63b964c19b290619d96,10,-94.3197062,0,1,0,-1774.319099
0x1de4d49959eafa01ab3706aa20707a3f1dbe2424,1,0,0,0,0,-6353.174998
0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,18,-6769.233492,2,3,0.4,-373.7497634
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,104,105.3013774,7,11,0.388888889,-15435.09609
0xd32a92766036b6c4250024d07dc96d77db495893,0,0,0,0,0,0
0x4bd74d345c128f0a80bc711740d16cf3cce70de1,10,48.4529308,2,0,0,433.6904255
0x4c25893dd19ebc94686a8745680457f69bcb2914,11,-254.5481492,2,1,0.666666667,2.414146186
0xf0ddca7a85f6a76c4acb0032e11e469a83fb96f5,14,-3.913986577,5,3,0.625,-4166.706171
0x6d9aba400a2a487a5fb76c6d56518835553cd284,6,0,0,0,0,-24765.08965
0x9b5ea8c719e29a5bd0959faf79c9e5c8206d0499,2,0,0,0,0,-37422.30592
0xf7b18e107eb36797f4ce36de756630b9c30969ad,40,9633.010004,8,4,0.666666667,-43586.54553
0x4ff4f073ae092ba69e796f543cc10f5f3c64c52f,9,-897.4510825,1,2,0.333333333,7.96205565
0x256530ce969f76ece1cf66998aef0eab6a940fa8,4,0,0,0,0,671.0288344
0xfe7158c1c0e79790f8fed811b9d40135341ca89d,6,-2.502740888,0,1,0,-14279.21043
0x3878b478d43e7ca2d646ae6d6f3bbf0a91cddce4,1,0,0,0,0,0.446936436
0x1b75cde81ccee71495d9f0c7ba01880115ed6ac9,4,0,0,0,0,0
0xbdb5817349fa8f294ec0f0d2aff3eb4cd67914cf,0,0,0,0,0,0
0x6ec04cbe2f8e192d8df0bcf94afb58a4094f7c91,4,0,0,0,0,244.1708101
0x35a214b13c9e223b8d511f343ac8fa94293233a1,38,367.1384171,7,8,0.466666667,70.2842331
0x42db1ccba62b6afdfc9f7471b90d7de2156ebd9c,0,0,0,0,0,0
0x61be14477ca25571e197ecc6addb895c67618010,15,-3.58260143,0,2,0,643.0125646
0x28a5ec068ae7500cbf21b989d62c7a81e2665b18,4,0,0,0,0,60385.63805
0x0fc5b9843cb20d29cbf345f5c292899ce2835ecd,11,1043.833682,2,5,0.285714286,7.647674052
0x0c5a2c72c009252f0e7312f5a1ab87de02be6fbe,12,0,0,0,0,131.2456318
0x3965e17f45979142bedad0bb266ced15313e2ae3,3,0,0,0,0,950.171
0xf71d161fdc3895f21612d79f15aa819b7a3d296a,53,-2957.264043,0,3,0,-459094.3111
0x18f768455e7f5fb09fc491fd86bcc282bcdd5973,17,-398.0856305,1,1,0.5,-19907.20183
0xc40df87e16339f21fbb2e59fb38bf2a957a16ffd,0,0,0,0,0,0
0x1dc301854bfecb4ba03eb417579585c2b8ea12c1,0,0,0,0,0,0
0x422fac9209d91c24b3115bf7fb0ef7a3a7efbd7d,15,-2309.76558,1,5,0.166666667,-2387.351387
0xd3069c9e486a8b77add55ae3ceb3a4b138fb76c7,4,0,0,0,0,-79.15751281
0xf748879edbe8cca140940788163d7be4d2a2e46a,4,0,0,0,0,-749.9983482
0x4f58985b75eec8f14c536878a19eadf4a1960d6c,139,-585669.3403,9,10,0.473684211,-984990.5984
0x9173b85059c8324f66337059c1e93ebb7bde52f4,1,0,0,0,0,-22055.9141
0xbc9d602e44d9890d687debf4fe40185ce5c1c1a8,0,0,0,0,0,0
0x0202ed9ff0d505f9b064a610199a001cef9977bd,4,0,0,0,0,-6.150975551
0x87e23ffa3066d32e866294f50b06d5a19be0854c,0,0,0,0,0,0
0xf957a0d48ffda04d80e829f92ca0b5199d908349,1,0,0,0,0,-0.201829692
0x0fbbcb08fc99f3402148c20017d9572fb9205dee,3,0,0,0,0,-738.9371704
0xf3b8dcebffb3de25c3d59c4c1263a271c05be366,1,0,0,0,0,-4188.001576
0x75ef2eff7b12f5f900ef5c787036deab18423d1a,0,0,0,0,0,0
0xfe946e240ee6b73b2b6805c81b890b4d5318bb4f,1,0,0,0,0,-0.642760384
0x5491fb87ebc0d870ddaa1f757719e11928b1a8cb,0,0,0,0,0,0
0xf9f7bd12a5930b3ef72935a9bb27b1f65d6c375a,11,-346.0291115,0,5,0,-4.677664266
0xa394e5a73117a50edcb7c6440d44638cf854b92c,0,0,0,0,0,0
0xf57d762b6ece30242c4a2a1c022ed155ed5fba83,23,-29.09795083,1,2,0.333333333,-513987.6843
0x0f133692c503c87167460908e67dd38a9cf7be95,1,0,0,0,0,-9.263617661
0x0062fb72d128699a70afdad4b7bafb2cde128913,20,1633.35371,7,0,0,-6879.666038
0x1b2965dc3b1697dd10b7126ec7393d79cda2cf91,0,0,0,0,0,0
0x52f483973fdef11eb3fde3ebdf0478c86f22382e,5,0,0,0,0,-50051.42994
0xffff14106945bcb267b34711c416aa3085b8865f,0,0,0,0,0,0
0x77c35a443b7124f5134c5fc0b6c3eb65ef99fbaa,0,0,0,0,0,0
0x4897d38b0974051d8fa34364e37a5993f4a966a5,14,187.5989653,4,2,0.666666667,192.5165641
0x2a849a6e2db2ec977225947ea5d73418b7cc93cb,1,0,0,0,0,-88.63448079
0xb8ac63a0f6205f455ba10796aec5ed56e841d961,12,-29.19391849,0,1,0,2041.975329
0x8e7ecb9c99f538c94ac829fcbac70c3bd082daa5,0,0,0,0,0,0
0xc5119db28adde44a8e1453e733381025a2910f7d,20,-200.4914558,0,2,0,-39301.25159
0x1160387a36953afc5d80c0ea7b6b5447774af8e5,4,0,0,0,0,-1394.534637
0xf6fb2a7f3f85aaf1bff9205465a051b537a7fd7c,0,0,0,0,0,0
0x1fd7dae8ce6190509486e657629975e10ecfef60,8,0,0,0,0,-3320.839614
0x000f4432a40560bbff1b581a8b7aded8dab80026,2,0,0,0,0,34.16409344
0xe25397734a184053cf382e5c4e32ca7ef8335f31,1,0,0,0,0,-62.28926721
0x0de8947c2abd59c201e5ece142bfcd22253bfc0d,2,0,0,0,0,0
0x0a2542a170aa02b96b588aa3af8b09ab22a9d7ac,32,49.54118943,2,4,0.333333333,-64432.18288
0x49f18c6370d3235fcc7cf4fd8167b8ca9bed0af8,0,0,0,0,0,0
0xd30391e21741c54c32987bcfca3d880e6d261cb0,25,-510.7743233,4,1,0.8,598.466131
0x9bae2c333d3a242645d7c7c0430f0b9cedf372d0,0,0,0,0,0,0
0xa5768be78d0dfdfb04b2a47b966c6dc670443913,0,0,0,0,0,0
0xda3741aec553df357ea6f2681d9621dc191e6577,0,0,0,0,0,0
0x7939001612795afa125a245e1683f8559c7f8db1,24,227.9179818,1,0,0,-3537853.791
0x9b269141e3b2924e4fec66351607981638c0f30f,11,-9094.482921,0,1,0,-752.1998919
0x2d89d869a187a8775be99e80863eb3973f74bad0,1,0,0,0,0,-15.9413546
0x7c2223031c9c1733bbe2cefc9d47f3b2dcad3bff,0,0,0,0,0,0
0xc0819e1e01204bcb9cb5a0a3be826afedad6edef,46,-7219.561002,3,7,0.3,-87804.18964
0x1766255e71a11f9f9d13abe3f2840e3f6942aa29,5,-2.502577902,0,1,0,-1468.999605
0x915f09c81333830f156048cdd251ea0e11941f27,0,0,0,0,0,0
0xfcd51ce91d05ffef2a678b6b15579cef0c28680a,0,0,0,0,0,0
0xdaed15eb94698cdd18cc2dae0a5acdad77e63ddf,3,0,0,0,0,-251840.8773
0xb89c2f6bb674bd6aace2a1e274d40e6dc4775b15,0,0,0,0,0,0
0x9308c261dc19178a8b81c07b80caade0ff057f6e,0,0,0,0,0,0
0x8bc110db7029197c3621bea8092ab1996d5dd7be,7,4911.17343,1,0,0,3823.381971
0x8bd9c4b5ea8f6f14c9b14d830ddb67f3720d77f6,1,0,0,0,0,0.532387138
0xba567d6ce93c021e46baa959ffc241fe35a10297,1,0,0,0,0,-4214.444823
0xefd0199657b444856e3259ed8e3c39ee43cf51dc,14,-1.726619837,0,1,0,-5566.919091
0xa3ca9a75bc3edc5f3cb6d1cb01a04c53ffa147b2,0,0,0,0,0,0
0x5984bb82f11171cb1dc2287e2a6935c44d491538,12,28.92810261,4,0,0,-634.1472931
0x7d85932e436a75b1d2870572b5dc3edfc92aee2d,0,0,0,0,0,0
0x2a01bd34871342d8523a9a913e9000d5d9953c08,0,0,0,0,0,0
0x2cb896e583a792baaf0a227c06a187591ef7d698,2,0,0,0,0,-11007.35396
0x987dad22e28fce25574d0b728b376c6ec20cd7f5,0,0,0,0,0,0
0x12478d1a60a910c9cbffb90648766a2bdd5918f5,13,0,0,0,0,-40384.08325
0x2b67a3c0b90f6ae4394210692f69968d02970126,0,0,0,0,0,0
0x325c08a558ff02f244f31ba1e87bf3c1b1c08f45,3,0,0,0,0,-1158.798597
0x90abcf1598ed3077861bcfb3b11efcd1d7277223,18,-4740.262501,2,2,0.5,-57033.18803
0xe4f8cf094298a636c6bcf8f52de33472a91f8fb5,0,0,0,0,0,0
0xf26568ccb4ac14c6e8dde8a87334b29f50431747,20,-0.198958806,5,2,0.714285714,27.4626217
0x51d9e4137b08a0c740e3c5f1ef87dfe0fde546ba,4,0,0,0,0,-16612.99997
0xefcbc56e48d51b9d93d647ba7bfa501eb3aac398,0,0,0,0,0,0
0xb1085353292c9cd071093934d8450e88a915eee4,1,0,0,0,0,-0.113568815
0x2d983d97b5f887d18713510d4998c8cbba5550ed,4,19.85240438,1,0,0,99.74111149
0x66721b617dfdbca40dbc1a92fb0907abb764235a,5,0,0,0,0,-658.6708904
0xe2ea0f0163ccb5761ee2a250f6032c46569c718c,4,-35.58699419,1,1,0.5,0
0xf1fb5dea21337feb46963c29d04a95f6ca8b71e6,52,234.1072643,3,1,0.75,-128838.367
0xb3cf991d6a85c7d2c9fcd4a5b9d8bb11c56e155c,2,0,0,0,0,0
0x3f17244f636f12e4324717ba47848be81d6bcb35,1,0,0,0,0,1891.98304
0x9d3f4eeb533b8e3c8f50dbbd2e351d1bf2987908,1,0,0,0,0,25.73674467
0x700a4d8a3f6985db5e994d525f43d9d3a03ef48c,0,0,0,0,0,0
0x54ab92f3f59e63fbb74b21a95963156875f68160,0,0,0,0,0,0
0x193f0ee42a199a0cecd479a9f09ba293eb1ca357,23,-7001.806602,2,4,0.333333333,-22841.69984
0x553ea23c17a9a472d6a853093af29bc185536ffa,0,0,0,0,0,0
0x6031b736d50f0d4845eb756169e74f7e3756e157,47,-94.04552486,2,4,0.333333333,-609.3265827
0x1dfbed0fc3036cbe0c2e4aa0635174dfffa9160a,0,0,0,0,0,0
0xc42193d87dd67c3639ed1cef53c409c37775f7c4,38,12334.72407,17,2,0.894736842,-31.59540839
0x8379ac05ef71f982d497f392dc1a14ee859efd95,0,0,0,0,0,0
0xaaa3bfb53d5d5116faedc5dd457531f8465f78af,0,0,0,0,0,0
0xfbbc493e85374ee484862cae45d20a709a68d2d3,0,0,0,0,0,0
0x0817e382a40d484a8b90c792b399667174e50ab8,0,0,0,0,0,0
0x2724a5b840b55d2af93d41ab1679f7b63c5b6cd3,0,0,0,0,0,0
0xeea07edef8fc5b4a42beffac4808eac543b62b28,2,118.2867643,1,0,0,0
0x7530566d47eadab0bb93d560b9c80fc350871d46,0,0,0,0,0,0
0xb6b7b48166647fe132d34253978d5f5cd499c905,4,25.34289573,1,0,0,-63.40191361
0x6d2d6226e404449dc93cab76c4b2734c3e7f302b,16,-6.406137236,0,2,0,-15959.63736
0xe896675803da7df23c9bbda3646bbd82593b6668,1,0,0,0,0,-3858.591466
0x91363073fc1ccb04189a1bbce1a575190aab885c,2,0,0,0,0,-82584.87767
0xc96aea91ec00b495b3d91dd139a206558a1c5497,2,0,0,0,0,-783.7226749
0x757e9f743e9eb7394cbef11d527a717adf0d0895,2,0,0,0,0,-9294.909423
0x545b8761179d08e15ce4788bb028f2a4a8eff624,3,0,0,0,0,-183838.6215
0x5583bbda575f142993c10a335daf29dc7510e8f2,31,-17905.27848,3,5,0.375,-24143.63671
0xc55f141acd72867b48133a86d281c4350da5939b,13,-4.889311784,0,1,0,3488.13661
0xac59f71c383de1ef94802676f72f1bae3d7d3029,68,-46007.00166,0,8,0,-1217654.569
0xacb58dbaa3026bc395c17027fec2dac2ee868805,0,0,0,0,0,0
0x3f3e2f43f0ac69f30ec38d3e4fec304bdf330e7a,11,0,0,0,0,-29655.00245
0x1a17d14d7bdba5e016db735081f98b614ba7fd98,0,0,0,0,0,0
0x02873baef21028abccf7281b11956c4eae6407b2,13,3.184960833,3,1,0.75,-11969.26332
0x5c5b552a4cd686e95b33be6757d02fdb887a1898,0,0,0,0,0,0
0x2b5157720110a3e00cef423c156fbc29d167ebdd,13,0,0,0,0,-1317540.609
0x3f5f58e3131055d7030fd4f11b165a19f54256f6,0,0,0,0,0,0
0x7efcfb7ca09d0653f96a33f374ad112dce1eae83,23,-652.3111164,2,4,0.333333333,-7515.754052
0x54196238400305778bff5fa200ee1896f6a9d5c2,0,0,0,0,0,0
0xd266d61ac22c2a2ac2dd832e79c14ea152c998d6,99,85.41709034,1,0,0,-241617.0131
0x278d9e9efa37b551ebcf5125abedc44501cce66f,1,0,0,0,0,-1623.980264
0xaec4075e4fc8ce829bc4f0cfd5e2fa10dd2b12d1,22,-178.0495002,11,2,0.846153846,-223750.938
0x8724fefdb3fbb429efaacc1ae5016f45ed345fe5,1,0,0,0,0,-50.43227773
0x728b77751a7b1ae29a94901695f3dd8add37d086,6,0,0,0,0,64008.23274
0x94529ce25682e3340b2d1e788aa9aca02011c040,1,0,0,0,0,-8948.750109
0x1ae3d567efa78eb59a24e05ec3391c701d5a17eb,5,0,0,0,0,-71776.20501
0x87616fa850c87a78f307878f32d808dad8f4d401,9,0,0,0,0,-1860.899274
0x20f9e5a17b00350f1eaf9ad18bc5be0d54c0bc3f,45,-19.46732197,3,1,0.75,-4960.740051
0xc9832c4a864e5802fe81fdf2ea35ba8038631fc8,0,0,0,0,0,0
0xe2ca3167b89b8cf680d63b06e8aeefc5e4ebe907,0,0,0,0,0,0
0x9d1cb67fd65fa0b842a873ebdc269f6f71988e9e,1,0,0,0,0,-127.1191833
0x3786509d107b3346c9cc7c579c6808ac9f2503c4,0,0,0,0,0,0
0x968b61557a99b23e62be4adb77d26d7f21a4cca5,2,6.012410643,1,0,0,-41.30716059
0xc8d48704e1eccabf6bece9cf00919d9044c19335,0,0,0,0,0,0
0x967f87874e9f9a3f2d45118029be2eb7c032c67e,0,0,0,0,0,0
0xbfbe5822a880a41c2075dc7e1d92663739cf119e,4,0,0,0,0,202.7871637
0xbaec4208d5f8ded75c38a64e953d0d1df5b2f43e,0,0,0,0,0,0
0x654772286d1f2fdf4c22810ccb3b26553c1ff887,0,0,0,0,0,0
0x777bd6bdc17d8970a20ce5181f66c3e3333cc980,23,0,0,0,0,5955.103836
0x78d1fe2706a6bc1df27ca99318f338cae1755f88,6,-272.6290411,0,2,0,-2080.546982
0x00a1b46319be9163b8ae30dbe506235608a563dc,4,0,0,0,0,-7553.354586
0xe809968423551135675f38ca77d9595c5d225918,15,6107.303513,1,1,0.5,-2168.02517
0xd29d0bac7e2931a5b169ea5e6f3c38cf15443d6a,0,0,0,0,0,0
0xe35d84411330033c406e29c291aea65713a2f125,4,0,0,0,0,-25495.84059
0xe22047cf6359da3fda1e58eaba322d1f4686dabf,8,468.9170544,2,1,0.666666667,-613.077499
0x8a2f5d6d822611bdab08d306aa8f3e3942177417,1,0,0,0,0,7.511968526
0x9469c98be5afd94cd601e094bc401ddd37f480a3,23,-2046.931582,0,9,0,-10691.64568
0x4f69c5b694d5a14a0a595703175c478ec6b2a2fe,0,0,0,0,0,0
0x12ca45fed7998ba0e56f52d678823a508ba9a99e,0,0,0,0,0,0
0x6c8c7539bf6a61c249c520c837ed0e19f91344dc,2,10.78425525,1,0,0,0
0xddd3227cc48d04e5ea17e8b9def870c45160501e,3,-0.141512445,0,1,0,-4391.069843
0x6c1ddfb81a3666188267296f10253a5a9b5bae40,27,846.240099,3,2,0.6,-58490.96663
0xb7fc44237ee35d7b533037cba2298e54c3d59276,0,0,0,0,0,0
0x0b21c577bd4dc343afe46ab93e02e5b10e716318,0,0,0,0,0,0
0xc3f71d25b5b15a6bc0d1b233c23e2ae31334fa6f,2,0,0,0,0,-10559.95715
0x09549ce242146a2407bbb66b979d64692563bf35,0,0,0,0,0,0
0x82e4d78c6c62d461251fa5a1d4deb9f0fe378e30,9,40.63812557,1,0,0,-81437.97829
0xe4b35743c2c15760d7551afc9c304ec0dc30ba50,0,0,0,0,0,0
0x6b49b8a09fb0fc429d065e46440d3c4c9626e689,2,0,0,0,0,-9652.761136
0x59dbce846aa40f138d805a7cebe2afb0c33066a3,5,0,0,0,0,14.26915608
0xe7304ba0f157f2ade94015934284b6704bc72911,8,34.00235001,1,0,0,568.6404964
0xb53c7b5c6e8204f8b61f4cb91632d6287f1b757c,164,-7539.882366,0,5,0,-14639439.46
0x14d702bd1ae7a48df5d33c7f873aa353bbc7446d,22,-7.127678423,0,2,0,-721.4736508
0x420ee4d8c1cba9e4caab3f473625499cbfbd9037,0,0,0,0,0,0
0xea5abc1a1689984ebfdc41130886bdaeb5c24078,5,0,0,0,0,-36067.92102
0xe430381566f793ea62e2f3e84488588acf1b44e9,0,0,0,0,0,0
0x0e616785638663c88a493a82972e2f9cadaab4bc,2,-144.5988278,0,1,0,76.52481752
0xbf26925f736e90e1715ce4e04cd9c289dd1bc002,35,-250.6675018,6,7,0.461538462,-64408.36029
0x13928eb9a86c8278a45b6ff2935c7730b58ac675,0,0,0,0,0,0
0x806388e04b7583a0148451a8ecd29a748b8fd584,67,98.32527663,9,6,0.6,-28487.05014
0xf2f4747c4074cc433e9d881529c2ee27584b3256,0,0,0,0,0,0
0x713f90407fc49f0bc59a6661c23fb67692a80e6d,3,0,0,0,0,-559.0089906
0x42e250824bdf98f3e450784b0c1cdc3ac2f157e2,0,0,0,0,0,0
0x2091b12446f0e79cc5ea6657ed52a9dee5ee91a8,58,32381.40166,4,7,0.363636364,34088.8209
0x30a21ece1aeefcd4b5fd4c9369e9b3183ee1d00b,3,0,0,0,0,-2.822450067
0x83c9440dc34da00c47a0d4dc2b598d7bdb1b53f7,2,0,0,0,0,-4.581761883
0x0000a441fbb1fbaadf246539bf253a42abd31494,1,0,0,0,0,17357.42825
0xc1f3a44d64fa4f1f184ff6592b8cc3b31edef946,0,0,0,0,0,0
0x296ef35aadee6f5cd0156549b673814fd27b7b77,6,0,0,0,0,-38326.18667
0xc3c14f31c8db2417d1695fa6c8bebe8f2804677e,9,0,0,0,0,-23109.08333
0x6d8a144efca3e16c8e2adbcdac7ccf34164b0796,4,-2407.155442,0,1,0,0
0x0f7c548c3c100e1ad6a1f092d95884cc4dcef4bb,1,0,0,0,0,-169.0716816
0x147a7f3e88b58da524d9f026f94b13954b44e94e,0,0,0,0,0,0
0x4e258cc6180e73a69bb0ce18621c8901aed3b792,4,31.90255099,1,0,0,10.86850122
0x405ce2d22faff3a0420568c84cc660548070ce52,2,45.10640128,1,0,0,0
0xec84ed3c72cb0e783cfd9522ea1b1b0a402d8fba,1,0,0,0,0,22.16420421
0xdb5ac83c137321da29a59a7592232bc4ed461730,57,5803.165537,10,6,0.625,37571.26795
0x461462fc0a8c05ffb5b5fe2e82b3a3ab292db23a,35,-13.51146067,2,3,0.4,-43702.89024
0x80629de4ea833c62597964fd1b09e9d097f9c2b2,7,-3.217581458,0,1,0,16.54594678
0x4f32f1b6a49dd5b782963a4a9fdc2994a1b0061b,0,0,0,0,0,0
0x49c3feafddaefc3bed06f4ff87ce86610c2c1076,34,123.914838,6,8,0.428571429,227.6678844
0x85c5489f74fe5000ff0701535d9ec8ef49dfe704,1,0,0,0,0,-1307.831988
0x576a655161b5502dcf40602be1f3519a89b71658,7,0,0,0,0,67.66739194
0x0c0fae6fa102816630c964be183e27be79e24dd9,8,-72.23657183,2,2,0.5,7.024126635
0x95e555e3f453b8b4a2029fc6ab81010928b0f987,0,0,0,0,0,0
0xea5ed53ec1244a1baf72086c6f5726b1dd913fdc,80,-135.0110054,1,1,0.5,10833.86132
0xd896038c67ec4273af33059f4b980a01587fd7bc,2,0,0,0,0,1.202381202
0xba91c2dfa26d9b02cb2bdd709ecc45f5b33b0231,26,-260.936687,3,8,0.272727273,814.2059221
0x0efa138a27fb6a388b1498680759db5990d844b1,1,0,0,0,0,-9.483437286
0xdc490d26fc0f48d4a39eda08808ce92b48a59f97,0,0,0,0,0,0
0x0d7fdfd2b4d471b5a9834e9868bc346deb94c337,0,0,0,0,0,0
0xd7c9f3010efdff665ee72580ffa7b4141e56b17e,8,-14.14349844,1,3,0.25,-18889.83038
0x23324ed44904260fe555b18e5ba95c6030b9227d,9,382.8699401,3,0,0,2292.639402
0xe2521e4cd9509da0c97511391547f52f6e598a48,0,0,0,0,0,0
0x1e8e749b2b578e181ca01962e9448006772b24a2,0,0,0,0,0,0
0xb7d49adb031d6dbdf3e8e28f21c6dd3b6f231cd5,4,0,0,0,0,-490.6299301
0x68575571e75d2cfa4222e0f8e7053f056eb91d6c,82,-1449.021257,8,19,0.296296296,-13266.11651
0xeaaeac965449d2426f6f793770b4f3560eeb7c0f,1,0,0,0,0,-0.009947587
0xd48866fc377c3b71a7143a3c6ba5e0e557a8a17f,0,0,0,0,0,0
0x9b616ac1d31f17be9b23560d93699ca7732e2808,23,-25.5470699,1,2,0.333333333,-825.7598904
0x28a55c4b4f9615fde3cdaddf6cc01fcf2e38a6b0,129,780589.1044,11,2,0.846153846,123830.2112
0x57bedf40ef466115c8e1c0c5c2744a02345753df,6,-7.493527833,0,1,0,0
0x706bfce0624dbf503d8c15d550c75ca8572f0370,0,0,0,0,0,0
0xd3237b6c2cee115db0d4bfef4789f6b3373584c8,0,0,0,0,0,0
0xe1b5d565c75be754011e7d03b8a811540b4bde77,48,-1434.167332,4,15,0.210526316,-350.9495468
0x32959cba33564ce3d8f0a4e206c50421e9e326f4,4,-25.77495875,0,1,0,-13934.10861
0x3401ea5a8d91c5e3944962c0148b08ac4a77f153,13,-22.53130326,1,1,0.5,-7039.31406
0x537037c5ae805b9d4cecab5ee07f12a8e59a15b2,121,-138180.8515,21,26,0.446808511,-17354.41848
0x6e53ef4c3d1ce2890801098be3f441b1c6d531c4,0,0,0,0,0,0
0xc477b7c1f24b94ace8d3ea62095289523471c668,0,0,0,0,0,0
0x55a3df57b7aaec16a162fd5316f35bec082821cf,16,0,0,0,0,-503318.0575
0x53dda0a69992b87e51f0f14b1337281f09a2c8da,17,1668.710548,4,4,0.5,-3625.289367
0xe4b5d16d22f8bbf9490175ca569f4b67ca6b11e0,1,0,0,0,0,-135.9367383
0x9f3ef50ea64adad5b33f1f8222760cfbf42007f7,0,0,0,0,0,0
0x7dd553ea2b4442a76417c11f92754962ba1abd3b,0,0,0,0,0,0
0xccd72bea12f3927063be3d8798a4b74082713cb5,0,0,0,0,0,0
0x66827bcd635f2bb1779d68c46aeb16541bca6ba8,1,0,0,0,0,22.41123752
0x1b523dc90a79cf5ee5d095825e586e33780f7188,0,0,0,0,0,0
0xe0afc5abb255b1119fa2b9c0b7455f5245c1a611,9,0,0,0,0,3946.523678
0xf3286e361bd292fedfbf0918cf094ff7de3b5ab3,0,0,0,0,0,0
0xf1e1c701b49b1dc2405a9e8ef40f9f88802b80fa,0,0,0,0,0,0
0x8d7fbefc0b4b9e3532d39978c5dd4d492a1c80fb,1,0,0,0,0,12.91062108
0xaa3b1fdc3aa57bf24418e397f8c80e7385aaa594,3,0,0,0,0,312.0155029
0xa32fcc1b3d4e2b597cf626f98228e68b63ef46f0,0,0,0,0,0,0
0x9b37bc499de5e675063695211618f3cd64a1b9fc,0,0,0,0,0,0
0x93f5af632ce523286e033f0510e9b3c9710f4489,33,6958.325801,12,2,0.857142857,945.1517701
0x35e3564c86bc0b5548a3be3a9a1e71eb1455fad2,40,20.65030441,1,1,0.5,-327764.755
0x9363080072da9510a469896e438a999a2c1ca1f7,3,0,0,0,0,98.78529049
0x84fabd111c71a5a0b20e5864ffcb213c7429e556,0,0,0,0,0,0
0xcc3306c556356dfb17947fdf9ce6a0d83fbe4af0,0,0,0,0,0,0
0x8b30b72d00d1c832ac599e51ae86032bad8d0a88,2,0,0,0,0,-15507.28577
0x0e2aefae3719cd2ac95da75dc665b7d14308c309,0,0,0,0,0,0
0x84429c40b31fa7d7842d841886f13e6a4462e411,0,0,0,0,0,0
0xf210d9e74363c21137535c5bbf41be5526b11864,4,0,0,0,0,-8642.955939
0xc0d92f633ee8c8439783f5d2c06aafdb70e781b8,2,0,0,0,0,-48.37870868
0x69b381f5b039827b636470721f0b0d30d81892ed,0,0,0,0,0,0
0xafe3d8fe31bfa0d7f8e02f06aa9bfb4f817a6cae,10,-27.61681481,0,1,0,-95.87202681
0x27052707d7102c8b15ac367a9a9ee5593c420c48,20,-86895.41311,0,8,0,-44569.94783
0xc0e5e14bdecd9ed6954a9e14c74e97cebd91bb94,3,0,0,0,0,-35350.45203
0x231dc6af3c66741f6cf618884b953df0e83c1a2a,22,-303.9303983,2,8,0.2,-161.1342157
0xffffff5800b709071d4adc74759ae4b89bef2a9d,0,0,0,0,0,0
